0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
"Being cautious is fine, but you’re moving slower than maple syrup in winter. Maybe increase your index lenses to see clearer?",There’s no point to being cool if you miss all the best parts. Take your hat off.,,,,,It is better to have loved and lost than to keep checking up on your exes via Facebook.,"The universe begs you to stop watching CNN and Fox News. You're not old, enjoy your 20.",You’re like Taylor Swift without a breakup; you’re feeling uninspired. Quarter life crisis.,"The best things in life are free, but the really cool stuff requires cash. Make money, you're almost 30.",You're over 30 and need cash? Maybe you could stuff your shirt with balloons and get a job at Hooters.,You're over 30 and need cash? Maybe you could stuff your shirt with balloons and get a job at Hooters.,"Your love life is looking like a MySpace page: abandoned, unkempt and unwanted. Put more attention to it, you're almost 40.",,,,,,,,Look a little harder for a date who has a nice dress before agreeing to go to your cousin’s wedding.,Someone at work may hit on you this week. Learn about the real ingredients in mustard from him. That could be useful.,"If you don’t succeed, the Internet loves an epic fail, so put some more make up and create your first vlog on YouTube.",,,,,,"If you don’t succeed, the Internet loves an epic fail, so dye your black hair neon bright and upload your hair dying tutorial on YouTube.","If you don’t succeed, the Internet loves an epic fail, so dye your brown hair neon bright and upload your hair dying tutorial on YouTube.","If you don’t succeed, the Internet loves an epic fail, so dye your blond hair neon bright and upload your hair dying tutorial on YouTube.",,,,,Be thankful for your soft innards: they have Omega 3 Fatty Acids that are proven to improve overall health and well being.
"Before you give up another opportunity, clean your glasses.",Your crush is sending signals you can’t decipher. That's because your hat is along the way.,,,,,"The truth can be hard to swallow, which is why bars and taverns exist. But don't drink, you're underage.",Be an adult. You have to solve the problem on your own without the help of Google. You're over 20.,"The best things in life are free, but the really cool stuff requires cash. Make money, you're over 20.","Lower your expectations; you won’t have a life partner just yet you're not 30, but you’ll have a heck of a story.","Quit living under a rock, you're over 30; that’s only suitable for pink starfish wearing boxer shorts.","Quit living under a rock, you're over 30; that’s only suitable for pink starfish wearing boxer shorts.",You seem relax for late 30s. Either you’ve found inner peace or you’ve simply forgotten everything you were supposed to do today. ,,,,,,,,Try hiding in the closet with your phone to avoid “Now who’s THAT girl?” from your sweetie.,"Buy something that your home needs, like a cactus in the shapes of body parts to improve your love life.",You’re feeling sassier than Oprah visiting her bank vault. Just need to not use cheap make up.,,,,,,,,,,,,,"It’s okay: you can be grateful for being beautiful, so long as you’re not relying on botox, oxys, and air brush to cope with Cover Girl commercials."
"I see from your glasses that your dreams are full of million-dollar ideas, so keep a pen and paper by your bed on Monday.",,,,,,,Sacrifice a bag of Cheetos if you want real truth. You're over 20.,"You may be on the right track, but you’ve completely forgotten which train you were chasing. You're in quarter life crisis.","You still have a whole box of “Woo Hoo!” to use up, plus a truckload of “Oh crap.” Don't worry, you're not even 30 yet.","The best things in life are free, but the really cool stuff requires cash. Make money, you're over 30.","Your love life is looking like a MySpace page: abandoned, unkempt and unwanted. Put more attention to it, you're over 30.","It’s great to think all you need is love, just don’t try to pay the cable bill with it. Be mature, you're almost 40.",,,,,,,,"Dance like no one’s watching, sing like you’re in the shower, but text like your grandmother is reading every single one. Careful, man.","Love is in the air this week, you might need to impress him. And buy an air freshener and some antiseptic for extra comfort.",,,,,,,,,,,,,,"Remember that no matter what memes tell you, the successes of others are not an affront to yours."
"Beauty is in the eye of the beholder, and sometimes it’s good when you can’t find your glasses.",,,,,,,,"You still have a whole box of “Woo Hoo!” to use up, plus a truckload of “Oh crap.” Don't worry, you're still in mid 20s.",You seem relax for late 20s. Either you’ve found inner peace or you’ve simply forgotten everything you were supposed to do today. ,"Lower your expectations; you won’t have a life partner just yet you're just 30s, but you’ll have a heck of a story.",You seem relax for mid 30s. Either you’ve found inner peace or you’ve simply forgotten everything you were supposed to do today. ,"Sure, the best things in life are free, but keeping them usually involves a car, a job and a premium cable package. You're in 30s-life crisis.",,,,,,,,Maybe you could stuff your shirt with balloons and get a job at Hooters.,"Actions speak louder than words, and your entire wardrobe is screaming “intervention.” You need to go shopping, girl.",,,,,,,,,,,,,,Follow the media: don’t become involved with anything that has a positive impact on humanity – because mass shootings may happen anywhere at any moment.
,,,,,,,,"When you feel like your life is spinning in circles, just pop the lid and get out of the blender. Quarter life crisis.","It’s great to think all you need is love, just don’t try to pay the cable bill with it. Be mature, you're almost 30.","Your love life is looking like a MySpace page: abandoned, unkempt and unwanted. Put more attention to it, you're over 30.","It’s great to think all you need is love, just don’t try to pay the cable bill with it. Be mature, you're over 30.","The big issues are work, career, or status right now. You're in 30s-life crisis.",,,,,,,,"Your wallet is filled with Goodwill, although your heart longs for Hugo Boss.","On Thursday, you stand out more than a game of Where’s Waldo at a nudist colony. Careful of your outfit choice, girl.",,,,,,,,,,,,,,"Winter is the best time ever for you to hide your horns, stay away from the natural world, and distrust all humans: it’s hunting season."
,,,,,,,,"Broke is only temporary, poor is a state of mind. But you need to make money to live your 20s.",Sometimes travel to new places leads to great transformation. You just need to work hard and make money. You're almost 30.,"It’s great to think all you need is love, just don’t try to pay the cable bill with it. Be mature, you're over 30.","Sure, the best things in life are free, but keeping them usually involves a car, a job and a premium cable package. You're in 30s-life crisis.",The secret of staying young is good health and lying about your age. Although I know you're almost 40.,,,,,,,,"Let your inner Travolta out to play! Dance like no one has a camera on their cell phone, and then never, ever visit YouTube again.",Look a little harder for a date who has a tuxedo before agreeing to go to your cousin’s wedding.,,,,,,,,,,,,,,I know you’re not going to do anything except watch football and eat heart-attack inducing foods for the next five months.
,,,,,,,,"Good clothes open many doors. Go shopping. Oh, sorry you're in mid 20s and broke.","Broke is only temporary, poor is a state of mind. But you need to make money to live the rest of your 20s.","The big issues are work, career, or status right now. You're in 30s-life crisis.","The big issues are work, career, or status right now. You're in 30s-life crisis.","You’ve been struck with actual inspiration, so wipe the soot off your head and make a plan. Make the most out of your 30s.",,,,,,,,Take some time to relax and de-stress before you end up wearing only an American cheese loincloth and singing “Shake It Off” in the grocery store deli aisle.,Try hiding in the closet with your phone to avoid “Now who’s THAT guy?” from your sweetie.,,,,,,,,,,,,,,"Make a lifestyle change for better health now, else you might wind-up looking like Trump on a taco diet by Thanksgiving."
,,,,,,,,"You’re likely to embrace the intuition that reality is closer to a Nirvana song than an episode of Friends. Suicide, however, is not the answer. Quarter life crisis.","Good clothes open many doors. Go shopping. Oh, sorry you're almost 30 and broke.",The secret of staying young is good health and lying about your age. Although I know you're over 30.,The secret of staying young is good health and lying about your age. Although I know you're over 30.,"Each day is a new adventure, which is far less pleasant than it sounds. Enjoy your 30s.",,,,,,,,Drop the Axe body spray and ride around with the windows down for a while. So you can bring the sexy back.,"On Thursday, remember this: skinny jeans and Mexican food don’t mix. Wear something loose so you aren’t caught in a Chinese finger trap of denim.",,,,,,,,,,,,,,A selfie sent to a stranger can end-up super bad.
,,,,,,,,"Progress feels slow, but you look like a speeding jackrabbit to someone on the outside. You really should be productive in your mid 20s.","Progress feels slow, but you look like a speeding jackrabbit to someone on the outside. You really should be productive in your late 20s.","You’re likely to embrace the intuition that reality is closer to a Nirvana song than an episode of Friends. Suicide, however, is not the answer. 30s-life crisis.","You’re likely to embrace the intuition that reality is closer to a Nirvana song than an episode of Friends. Suicide, however, is not the answer. 30s-life crisis.","Spicing things up in the bedroom is fine, but adding habenero to the whipped cream is not. You're not 20 anymore.",,,,,,,,Quit cheaping out on dates and pry open your wallet if you want to make any progress with that woman.,You’re looking good and feeling sassy on Wednesday. That new shirt will earn you some free drinks and envious glares from everyone in the office. ,,,,,,,,,,,,,,The beautiful distraction you crave is art; the media you ingest is shit.
,,,,,,,,,"No need to raise everyone’s expectations for you now, so set the bar low. If you’re in your own underwear and you’re still breathing, you’re good. Don't worry about being almost 30s.","Progress feels slow, but you look like a speeding jackrabbit to someone on the outside. You really should be productive in your early 30s.","Each day is a new adventure, which is far less pleasant than it sounds. Enjoy your 30s.","Love can be filled with roses and soft words, or it can be sticky and smell faintly of soggy Cheerios. Be serious of your love life before you're 40.",,,,,,,,"Love is the answer, especially if the question is “What can kick you in the balls and make you feel happy about it?”","Some days you’re the pretty flower, other days you’re the sneeze. Either way, some allergy meds will make Wednesday easier.",,,,,,,,,,,,,,Go outside for a minute. Cosmic energies promise you won’t die without air conditioning.
,,,,,,,,,"You’ve been struck with actual inspiration, so wipe the soot off your head and make a plan. Make the most out of your 20s.","No need to raise everyone’s expectations for you now, so set the bar low. If you’re in your own underwear and you’re still breathing, you’re good. Don't worry about being 30s.","Spicing things up in the bedroom is fine, but adding habenero to the whipped cream is not. You're not 20 anymore.",,,,,,,,,"Sure, the best things in life are free, but keeping them usually involves a car, a job and a premium cable package.","If your step feels lighter, it’s because Karma is trying to lift your heavy butt over the rough spots. Work on your diet, girl.",,,,,,,,,,,,,,"Instead of communicating with your usual ease, you’ll get tripped-up by your duality and make a fool of yourself like a drunk celebrity."
,,,,,,,,,,"Each day is a new adventure, which is far less pleasant than it sounds. Enjoy your 30s.","Love can be filled with roses and soft words, or it can be sticky and smell faintly of soggy Cheerios. Be serious of your love life before you're 40.",,,,,,,,,A very attractive woman has a message for you. She just can't send it because she doesn't have your number.,"You don’t have to be beautiful to get ahead in this world, but it does distract the idiots so you can get things done. ",,,,,,,,,,,,,,Organize your living space instead of the supplies of your video game characters.
,,,,,,,,,,,,,,,,,,,,A new wardrobe brings great joy and change to your life. Ralph Lauren is on sale.,Maybe you could stuff your shirt with balloons and get a job at Hooters.,,,,,,,,,,,,,,"Enjoy being able to make a decision – because just like a bipartisan law, it isn’t going to last long."
,,,,,,,,,,,,,,,,,,,,Love is like a box of martial arts: you never know who you’re gonna hit. But keep practicing to hit on her.,"Your wallet is filled with Goodwill, although your heart longs for Saks Fifth Avenue.",,,,,,,,,,,,,,"Traumatic change must be experienced, no matter what the cost. Just like health insurance and pharmaceutical companies."
,,,,,,,,,,,,,,,,,,,,Karma is waiting to see if you make an effort so it can give you a passing grade in gym class.,You’re like Taylor Swift without a breakup; you’re feeling uninspired.,,,,,,,,,,,,,,Love is like a box of martial arts: you never know who you’re gonna hit.
,,,,,,,,,,,,,,,,,,,,"Some people find happiness unexpectedly, but you stalk it like it’s an ex-girlfriend.","Lower your expectations; you won’t have a life partner just yet, but you’ll have a heck of a story.",,,,,,,,,,,,,,The universe begs you to stop watching CNN and Fox News.
,,,,,,,,,,,,,,,,,,,,"A good offense can replace your sagging defense, but don’t underestimate the power of running away. It's a good work out for your abs.",You may feel like a box of donuts backstage at a beauty pageant: unloved and unwanted.,,,,,,,,,,,,,,Popular diets are a form of social control designed to keep you dieting – go for a lifestyle change instead.
,,,,,,,,,,,,,,,,,,,,,You’re feeling sexier than a deserted room filled with fresh donuts and free wi-fi.,,,,,,,,,,,,,,"GQ and Victoria’s Secret will only increase your facade of passion and pride, not your true charisma and creativity."
,,,,,,,,,,,,,,,,,,,,,"Your love life is looking like a MySpace page: abandoned, unkempt and unwanted. Try to look for more mature man.",,,,,,,,,,,,,,"You should be able to decrease secretive and manipulative behaviors. Start with your social media activity, and don’t use celebrities as lifestyle templates."
,,,,,,,,,,,,,,,,,,,,,"Someone will tell you that you’re one tough cookie, but is that really a compliment? Try to be nuttier, softer and irresistible, girl.",,,,,,,,,,,,,,"You’re likely to embrace the intuition that reality is closer to a Nirvana song than an episode of Friends. Suicide, however, is not the answer."
,,,,,,,,,,,,,,,,,,,,,A very attractive man has a message for you. He just can't send it because he doesn't have your number.,,,,,,,,,,,,,,Embrace your sardonic side and give everyone fruitcakes.
,,,,,,,,,,,,,,,,,,,,,"If you wish to know the mind of a man, listen to his words although his voice might be a pain in the ear. ",,,,,,,,,,,,,,"Instead of selling your soul to the devil for a buck, consider contemplating who you are without titles or material objects."
,,,,,,,,,,,,,,,,,,,,,A new wardrobe brings great joy and change to your life. ZARA is on sale.,,,,,,,,,,,,,,"If anything starts to get too real in your life, calculate the potential of large-scale Alien abduction."
,,,,,,,,,,,,,,,,,,,,,"Some people find happiness unexpectedly, but you stalk it like it’s an ex-boyfriend.",,,,,,,,,,,,,,"If you find yourself talking and walking like Kim Jong Un, do not detonate the bombs of your inner life. Go on a diet and learn English instead."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Do something real to help heal the world, like protecting children from being sold as sex slaves."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stop pretending that you’re a passionate, creative person. We all know very well that you only use your fancy camera for selfies, and your true love is the remote control."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sexual healing could be at your fingertips this week, but it’s more likely you’ll have too much indecisive flatulence for intimacy."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You’ll be alone today, tomorrow, this week, and probably for the rest of 2018. The only way to push through this is to watch Adult Swim."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If you try really, really hard, while biting your lip and acquiescing to confusion, you might balance something this week. Just stay away from dessert and belly-buttons."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This week, you’ll be like you are every week: like Tammy Faye Bakker trying to get Johnny Depp to play Jesus: you know, a manipulative…"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A loved one may be butting their nose where it doesn’t belong, and that doesn’t mean your butt."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Someone at work may hit on you this week. Learn about the real ingredients in mustard from him.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buy something that your home needs, like a cactus in the shapes of body parts to improve your love life"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feeling upset? Go to your friend's house and drink their beers.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away from hairspray and lighters. It is sure all fun and games until someone calls a lawyer.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Love is in the air this week. Buy an air freshener and some antiseptic for extra comfort.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This week you may want to look your best because someone has noticed how hot you are.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just because you have an endless supply of love doesn’t mean you should be handing out free samples to everyone.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If you really can’t handle a stress-free day, hire a teenager to follow you around and comment on your decisions."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Don’t look at it as starting over, consider yourself a certified expert in Crap No One Else Wants To Know."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Your attention span is so short, you can’t make it through a five-second YouTube ad without wondering what else is on."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Actions speak louder than words, and your entire wardrobe is screaming “intervention.”"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Head to the gym for a musical workout if you want someone to pluck your strings again.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Relax. It isn’t your job to keep the world spinning, you just need to give it a freewheeling slap every now and then."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On Thursday, you stand out more than a game of Where’s Waldo at a nudist colony."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Your moment is here, and the spotlight is trained on you like a Labrador with a squirrel."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It takes a big person to admit they’re wrong, but you’re still shopping in the juniors department."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Don’t worry about giving bad news to someone; a spoonful of sugar makes the medicine go down, but so does Dollar Jell-O Shots night at your fave club."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You discover the secret of life, the universe, and everything, but you’re sworn to secrecy."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The universe may not cough up money on your shoes, but it does sneeze a couple of opportunities on you this week. Brush up your resume’ and get a flu shot."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Your mind now is more like an open potato chip bag than a steel trap. Work on it, so it will snap at the right time"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The future doesn’t have anything in store for you; it’s all kept in the warehouse, and comes to you via two-day shipping."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Look a little harder for a date who has a tuxedo before agreeing to go to your cousin’s wedding.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Try hiding in the closet with your phone to avoid “Now who’s THAT guy?” from your sweetie.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saturday will be a good day for you, if you remember these words: “rechargeable llamas.” Don’t slip up and substitute alpacas."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dance like no one’s watching, because they aren’t. Your moves may be painful to the naked eye, but they are original."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On Thursday, you’re a paperclip under the tongue: uncomfortable, pointy and useless. "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You’ve folded so many times, you look like an origami model of a black hole. Escape your own gravity for a change and try something new."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Something good is just around the corner, but you’ll need to cross the street, tip a busker and invent a secret handshake before you get there."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On Thursday, remember this: skinny jeans and Mexican food don’t mix. Wear something loose so you aren’t caught in a Chinese finger trap of denim."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There’s a spring in your step this week. Either you have a new sweetie, or you just found a community of spiders living in your underwear drawer."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some shine like a diamond, but you shine like a fresh sheet of aluminum foil."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The only way you could love yourself more is if you lived in a disco ball warehouse. Gazing at your own reflection keeps you out of everyone else’s business.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The stars had something planned for you, but then Sirius the dog star ate the paperwork. So…whatever you’re doing, keep doing it, especially if it’s good. "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You’re looking good and feeling sassy on Wednesday. That new shirt will earn you some free drinks and envious glares from everyone in the office. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You’re gonna microwave the remote control, and try to change the TV channel with a frozen burrito. Either get more sleep, or better hallucinations."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whether you realize it or not, you’re at the top of your game. Balance everything just right, and you won’t even crumple the Monopoly box you’re standing on."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You’re dizzy from all the choices the world serves up this week. Instead of hiding under your bed, pick the one that pops into your head at 3 p.m. this Friday."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Give your brain a day off before you end up heavily medicated and holding crayons with your toes.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some days you’re the flower, other days you’re the sneeze. Either way, some allergy meds will make Wednesday easier."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"People say you’re an open book but frankly, you’re not even a one-sided pamphlet."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If your step feels lighter, it’s because Karma is trying to lift your heavy butt over the rough spots."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You don’t have to be beautiful to get ahead in this world, but it does distract the idiots so you can get things done. "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dance like no one’s watching, sing like you’re in the shower, but text like your grandmother is reading every single one."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Your everyday mood swings would scare the crap out of a normal person, but it would make a compelling horror movie. Scribble it down and make some cash."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maybe you could stuff your shirt with balloons and get a job at Hooters.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No need to raise everyone’s expectations for you now, so set the bar low. If you’re in your own underwear and you’re still breathing, you’re good."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good things come to those who wait, but they come faster to those who drive out to meet the UPS truck."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Be the change you seek. Specifically, pennies and nickels, because you’re exceptionally talented at giving your two cents worth."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Your wallet is filled with Goodwill, although your heart longs for Saks Fifth Avenue."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You’ll be showered with money on Thursday. Dry yourself thoroughly, or you may have nickels lodged in some embarrassing places."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Let your inner Travolta out to play! Dance like no one has a camera on their cell phone, and then never, ever visit YouTube again."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Progress feels slow, but you look like a speeding jackrabbit to someone on the outside."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You take the good, you take the bad, you take them both because they’re in a clearance bin."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fighting the universe is like playing Twister with an octopus. Sooner or later, you’re going to get all tangled up."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The road of life always has a few bumps. You can do it, you’re a master of Mario Kart."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You see an opportunity, but it doesn’t see you. Walk up to it, take its glasses off, clean them and give them back."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seven is an important number on Wednesday. Could be how many millions you win in the lottery or how many parking tickets you receive.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Your chance to become rich and famous happens at 10:15 a.m. on Friday. It’s also happening 300 miles away from you, so tough luck on that. "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Of course you’re busy and stressed, but take a hint when your friends say your hair looks just like the fur on that dead chipmunk the cat brought in this morning."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The first step toward success is confidence. The second is having dirt on everyone else in the room.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Take some time to relax and de-stress before you end up wearing only an American cheese loincloth and singing “Shake It Off” in the grocery store deli aisle.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forget about going where everyone knows your name; they probably  have plenty of dirt on the rest of your life too.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You have a million-dollar idea but no one will give you two cents of their time.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On Saturday, you’re a rising star! Hold on to your undies, because this will be a wild ride."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You may not know where you’re going in next 5 months, but you’ll find the coolest souvenirs along the way."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forget the pot of gold at the end of the rainbow; you’ll find a fast food coupon at the end of the street, which is much better."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Try to be nice to people so they don’t spit in your food or let the elevator doors close on you.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If you wait for the right time and place, you’ll miss some gloriously fun mistakes."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"That look can still work for you, as long as you wear oversized sunglasses and do a few pratfalls."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some bring charisma, others bring sparkle, but everyone knows what you bring to the party: chips."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Success is defined by the lives you touch, although everyone wishes you’d wash your hands occasionally."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quit living under a rock; that’s only suitable for pink starfish wearing boxer shorts.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You’re like Taylor Swift without a breakup; you’re feeling uninspired.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Every day is a fresh chance to completely screw something up.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop the Axe body spray and ride around with the windows down for a while. So you can bring the sexy back.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lower your expectations; you won’t have a life partner just yet, but you’ll have a heck of a story."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quit cheaping out on dates and pry open your wallet if you want to make any progress with that woman.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The best things in life are free, but the really cool stuff requires cash. "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A lot of people are in the same boat as you, but few can paddle with your swinging style."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broaden your horizons and reel in a few more facts before someone hooks you with a tough question.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You may be on the right track, but you’ve completely forgotten which train you were chasing."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You may feel like a box of donuts backstage at a beauty pageant: unloved and unwanted.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This week is a time for reflection, but who can see anything with your breath steaming up the mirror?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You can see your goal, but it’s just out of reach."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You’re looking so fine on Tuesday, you should stay off the sidewalks so you don’t cause traffic accidents."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Someone else is watching your moves; if you play your mixtape just right you’ll end up with a hip-swaying sweetie.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You’ve been struck with actual inspiration, so wipe the soot off your head and make a plan."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You’re feeling sexier than a deserted room filled with fresh donuts and free wi-fi.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Love is the answer, especially if the question is “What can kick you in the balls and make you feel happy about it?”"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You still have a whole box of “Woo Hoo!” to use up, plus a truckload of “Oh crap.”"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No one expects you to be the best, but they would be impressed if you wore your underwear on the inside this week."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Your love life is looking like a MySpace page: abandoned, unkempt and unwanted."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There’s a light at the end of the tunnel, but it’s just someone taking a selfie with the flash on."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You have all the right moves, it’s just that the DJ is playing the wrong song."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You seem relax. Either you’ve found inner peace or you’ve simply forgotten everything you were supposed to do today. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday brings joy, Wednesday brings laughter. Thursday is rude and doesn’t show up with a gift at all. Tell it you like wine."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When you feel like your life is spinning in circles, just pop the lid and get out of the blender."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It’s great to think all you need is love, just don’t try to pay the cable bill with it."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Someone will tell you that you’re one tough cookie, but is that really a compliment? Try to be nuttier, softer and irresistible."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The journey of a thousand steps usually begins with you trying to find a pair of socks that match while hopping on one foot in the dark.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sure, the best things in life are free, but keeping them usually involves a car, a job and a premium cable package."
